name,federation,sex,title_fide,fide_id,rating_fide,chesscom_username,chesscom_title,chesscom_rating_blitz,chesscom_rating_rapid,chesscom_rating_bullet,lichess_username,lichess_title,lichess_rating_blitz,lichess_rating_rapid,lichess_rating_bullet
mohammadmiran khademi,IR,unknown,,,2275.0,,,,,,miiran,FM,2491.0,1926.0,2715.0
mokerslag,,unknown,,,,,,,,,mokerslag,FM,2474.0,1713.0,2523.0
bolus2,,unknown,,,,,,,,,bolus2,FM,2569.0,2560.0,2819.0
msb2,DE,unknown,,,,,,,,,msb2,GM,2747.0,2508.0,3113.0
Vladimir,ES,unknown,,,,,,,,,dmvlad,IM,2294.0,1500.0,2340.0
Hasan,SA,unknown,,,,,,,,,crapblanca,CM,2100.0,2136.0,2280.0
theultimatehunter,US,unknown,,,,,,,,,theultimatehunter,NM,2501.0,2115.0,2502.0
Janou,FI,unknown,,,,,,,,,Janou,NM,2415.0,2214.0,2207.0
TheMigos,,unknown,,,,,,,,,TheMigos,IM,2707.0,2368.0,2963.0
danii929,JM,unknown,,,1842.0,,,,,,danii929,WCM,2291.0,1500.0,2517.0
Fabián Ernesto Vivas Zamora,VE,unknown,,,2408.0,,,,,,fabian1999,IM,2431.0,2523.0,2635.0
upandcomer,,unknown,,,,,,,,,upandcomer,NM,2186.0,2467.0,2349.0
Regina Bonfim,BR,unknown,,,1702.0,,,,,,Regina1962v,WFM,1840.0,1925.0,1957.0
Uragan1234,FR,unknown,,,,,,,,,Uragan1234,IM,2857.0,1500.0,3133.0
alekhinnemanaba,EC,unknown,,,,,,,,,alekhinnemanaba,FM,2403.0,2381.0,2510.0
parmupill,,unknown,,,,,,,,,parmupill,FM,2364.0,1500.0,2421.0
unknown-maestro_2450,,unknown,,,,,,,,,unknown-maestro_2450,IM,2620.0,2572.0,2839.0
James Sherwin,GB,unknown,,,2177.0,,,,,,jamestsherwin,IM,2165.0,2396.0,1549.0
Даниил Линчевский,_earth,unknown,,,,,,,,,Lintchevski_Daniil,GM,2857.0,2316.0,3093.0
arian gholami,IR,unknown,,,2530.0,,,,,,TopGrandMaster,GM,2655.0,1641.0,2799.0
Michel Alejandro Díaz Pérez,CU,unknown,,,2488.0,,,,,,michelchess94,IM,2609.0,2479.0,2728.0
FeegLood,GB-WLS,unknown,,,,,,,,,FeegLood,GM,2836.0,2236.0,3223.0
Banele Fortune Mhango,ZA,unknown,,,2290.0,,,,,,Banelevich,FM,2437.0,2287.0,2743.0
Mashi2maro,,unknown,,,,,,,,,Mashi2maro,IM,2446.0,2477.0,2356.0
Tania Miranda Rodriguez ID FIDE 3510417,MX,unknown,,,2140.0,,,,,,taniamiranda,WIM,2217.0,2055.0,2107.0
CasadoConLaJoda,AR,unknown,,,,,,,,,CasadoConLaJoda,IM,2612.0,2246.0,2821.0
Cortado,,unknown,,,,,,,,,Cortado,FM,2432.0,2319.0,3021.0
SummitSchoolOfChess,US,unknown,,,2261.0,,,,,,SummitSchoolOfChess,NM,2413.0,2255.0,2638.0
Camilo Ernesto Gomez,CU,unknown,,,2479.0,,,,,,kmilooo,GM,2633.0,1780.0,2889.0
Евгений Алексеевич Красильников,RU,unknown,,,2365.0,,,,,,lider34,FM,2527.0,2604.0,2421.0
בקלצ'וק,,unknown,,,,,,,,,CreativePlayer007,IM,2626.0,2340.0,2885.0
Merlotty,,unknown,,,,,,,,,Merlotty,WGM,2526.0,1500.0,2413.0
pankajfm,IN,unknown,,,2231.0,,,,,,pankajfm,FM,2159.0,2274.0,2182.0
MR_HW,_earth,unknown,,,,,,,,,MR_HW,IM,2735.0,2540.0,2954.0
KaiouRetsu,,unknown,,,,,,,,,KaiouRetsu,FM,2586.0,2244.0,2876.0
Rumyantsev Semen,IE,unknown,,,1414.0,,,,,,britishscottishcat,FM,2498.0,1500.0,2716.0
ketchess,GT,unknown,,,,,,,,,ketchess,WIM,2486.0,2053.0,2830.0
ThinWhiteDuke20,,unknown,,,,,,,,,ThinWhiteDuke20,IM,2566.0,1500.0,2778.0
Rahman2017,TR,unknown,,,,,,,,,Rahman2017,FM,2503.0,2080.0,2612.0
Manny Senador,PH,unknown,,,2273.0,,,,,,Mannysen,IM,2502.0,2204.0,2403.0
chesscrasherdeno,TR,unknown,,,2129.0,,,,,,chesscrasherdeno,CM,2226.0,2225.0,2520.0
tzotzii,MX,unknown,,,,,,,,,tzotzii,WNM,1984.0,1926.0,2207.0
Agibileg,,unknown,,,,,,,,,Agibileg,IM,2427.0,2358.0,2814.0
Daniel Recker,US,unknown,,,,,,,,,Daniel_Recker,FM,2356.0,1500.0,2608.0
yansgirones,CU,unknown,,,,,,,,,yansgirones,FM,2534.0,2497.0,2473.0
IgorVershinin2009,RU,unknown,,,,,,,,,IgorVershinin2009,FM,2744.0,2278.0,2905.0
Raffi Ghazaryan,,unknown,,,,,,,,,Grsiidran777,NM,2486.0,1500.0,2476.0
lamorocha,AR,unknown,,,2300.0,,,,,,lamorocha,FM,2293.0,1825.0,2504.0
FeriAts,,unknown,,,2213.0,,,,,,FeriAts,CM,2329.0,1977.0,2369.0
mocusle,IT,unknown,,,,,,,,,mocusle,IM,2543.0,2368.0,2423.0
UnVieuxMonsieur,,unknown,,,,,,,,,UnVieuxMonsieur,GM,2606.0,2359.0,3055.0
Miguelss,,unknown,,,,,,,,,Miguelss,NM,2500.0,2196.0,2701.0
MannyQT,,unknown,,,,,,,,,MannyQT,NM,2633.0,2303.0,2638.0
Julien,FR,unknown,,,2206.0,,,,,,bishop1984,CM,2663.0,2648.0,2759.0
pythonking,,unknown,,,,,,,,,pythonking,CM,2462.0,2418.0,2393.0
retired93,,unknown,,,,,,,,,retired93,GM,2946.0,1500.0,3151.0
Fianchettolaeufer,DE,unknown,,,,,,,,,Fianchettolaeufer,FM,2509.0,2501.0,2782.0
Maximilian Maetzkow,DE,unknown,,,2300.0,,,,,,schmetzger,FM,2463.0,2633.0,2653.0
Achamian,_earth,unknown,,,,,,,,,Achamian,FM,2572.0,1500.0,2824.0
svenos,FR,unknown,,,,,,,,,svenos,FM,2486.0,2278.0,2482.0
agus_k,,unknown,,,,,,,,,agus_k,FM,2607.0,2203.0,2289.0
Patrik Števík,SK,unknown,,,,,,,,,BooomBoss,FM,2555.0,2541.0,2721.0
sewin16,,unknown,,,,,,,,,sewin16,FM,2509.0,1500.0,2503.0
PrincessPeach1,,unknown,,,,,,,,,PrincessPeach1,WIM,2105.0,1500.0,2241.0
Juan Maximiliano Rossi Simms,AR,unknown,,,2013.0,,,,,,max1rossi,NM,2239.0,1500.0,2417.0
blitzbullet,,unknown,,,,,,,,,blitzbullet,NM,2504.0,2587.0,2877.0
jonasbjerre,,unknown,,,,,,,,,jonasbjerre,GM,2749.0,1500.0,2899.0
realcyberbird,NL,unknown,,,2300.0,,,,,,realcyberbird,FM,2437.0,1500.0,2580.0
JanGolecki,PL,unknown,,,,,,,,,JanGolecki,FM,2470.0,1500.0,2751.0
sm_sharon,,unknown,,,,,,,,,sm_sharon,CM,2155.0,2275.0,2159.0
kapriagachess,,unknown,,,,,,,,,kapriagachess,FM,2010.0,1542.0,2009.0
John Merill E. Jacutina,PH,unknown,,,2073.0,,,,,,Exodom,FM,2428.0,2433.0,2711.0
Mistery History,NL,unknown,,,3000.0,,,,,,FutUREwcc,FM,2531.0,2282.0,2468.0
DarthKiller2018,,unknown,,,,,,,,,DarthKiller2018,FM,2215.0,2068.0,2315.0
Printezis04,GR,unknown,,,,,,,,,Printezis04,IM,2586.0,2221.0,2774.0
alexey4eg2,RU,unknown,,,2326.0,,,,,,alexey4eg2,FM,2591.0,2331.0,2633.0
MKO78,_earth,unknown,,,,,,,,,MKO78,GM,2670.0,1791.0,2913.0
Semyon Elistratov,RU,unknown,,,2401.0,,,,,,Elistratov_Semyon,IM,2290.0,1274.0,2294.0
AlPacino80,,unknown,,,,,,,,,AlPacino80,FM,2559.0,2117.0,2812.0
cristianogsouza,,unknown,,,,,,,,,cristianogsouza,NM,1977.0,2060.0,2130.0
jose robinson vargas serna,CO,unknown,,,,,,,,,rovbar,CM,2165.0,1798.0,2210.0
namaganda,,unknown,,,,,,,,,namaganda,WFM,2246.0,1621.0,2327.0
Tomek Jaskółka,PL,unknown,,,,,,,,,jaskol95,CM,2493.0,2327.0,2651.0
MrSmile77,,unknown,,,,,,,,,MrSmile77,CM,2292.0,2349.0,2183.0
Артур Дилмухаметов,RU,unknown,,,2300.0,,,,,,Arteler,FM,2577.0,2758.0,2873.0
Ramón Aullana,ES,unknown,,,2275.0,,,,,,ssusanita,FM,2385.0,2509.0,2488.0
Rob G Pantoja,CU,unknown,,,2550.0,,,,,,chessiando,GM,2582.0,2513.0,3002.0
Firebullet,ZA,unknown,,,,,,,,,Firebullet,IM,2525.0,2182.0,2619.0
HamishCoaching,,unknown,,,,,,,,,HamishCoaching,FM,2106.0,1500.0,1806.0
JordenvanForeest,,unknown,,,,,,,,,JordenvanForeest,GM,2671.0,1500.0,3105.0
Alejandro Nieto,DO,unknown,,,2186.0,,,,,,TI8,FM,2290.0,2029.0,2313.0
Benny_Hill,RU,unknown,,,,,,,,,Benny_Hill,IM,1952.0,2113.0,2455.0
Ferrari_Chess11,BR,unknown,,,2112.0,,,,,,Ferrari_Chess11,NM,2139.0,2354.0,2435.0
GP9isback,PE,unknown,,,2300.0,,,,,,GP9isback,FM,2659.0,2441.0,2901.0
Robin Dragomirescu,RO,M,,,2336.0,,,,,,lupta_robin,IM,2603.0,1500.0,2768.0
VLABOR64B,,unknown,,,2213.0,,,,,,VLABOR64B,FM,2079.0,1231.0,2134.0
Ti-Ga,AM,unknown,,,,,,,,,Ti-Ga,FM,2539.0,2633.0,2715.0
affa19,RU,unknown,,,,,,,,,affa19,GM,2822.0,2427.0,3027.0
Waqar Ahmad Madni,PK,unknown,,,1988.0,,,,,,Waqar-Madni,NM,2077.0,1500.0,2037.0
cubansboy,,unknown,,,,,,,,,cubansboy,GM,2580.0,2156.0,2516.0
B-A-N-K-A-I,,unknown,,,,,,,,,B-A-N-K-A-I,CM,2514.0,2257.0,2547.0
boec-2021,ES,unknown,,,,,,,,,boec-2021,CM,2433.0,2326.0,2462.0
specialprize4u,,unknown,,,,,,,,,specialprize4u,CM,2166.0,1500.0,2241.0
Archturus,,unknown,,,,,,,,,Archturus,FM,2614.0,1500.0,2754.0
Riha Vojtech,,unknown,,,,,,,,,VojtaR,FM,2450.0,1778.0,2337.0
Barbikusz,FM,unknown,,,,,,,,,Barbikusz,WIM,2561.0,1500.0,2487.0
BulgakDamir,_earth,unknown,,,2284.0,,,,,,BulgakDamir,CM,2610.0,2419.0,2688.0
Anonym365492,,unknown,,,,,,,,,Anonym365492,WCM,1937.0,2056.0,2117.0
cool4thechess,US,unknown,,,,,,,,,cool4thechess,GM,2717.0,2723.0,2822.0
realmadridfc1234,,unknown,,,,,,,,,realmadridfc1234,FM,2631.0,2154.0,2722.0
Richard Mládek,_earth,unknown,,,,,,,,,TheRigos,IM,2638.0,2552.0,3000.0
Olga_Zhuravleva,,unknown,,,,,,,,,Olga_Zhuravleva,WIM,2298.0,2208.0,2430.0
Emmanouel Nathanail,GR,unknown,,,1949.0,,,,,,CorfuInChess,CM,2351.0,2225.0,2401.0
GoodFellas1903,TR,unknown,,,,,,,,,GoodFellas1903,FM,2655.0,1685.0,2681.0
Mauro Tirelli,IT,unknown,,,,,,,,,MauroTirelli96,NM,2244.0,2032.0,1581.0
leonteo,,unknown,,,,,,,,,leonteo,NM,2316.0,2322.0,2265.0
Secret_Magnus,FR,unknown,,,,,,,,,Secret_Magnus,IM,2695.0,1500.0,3083.0
Pete Karagianis,UA,unknown,,,,,,,,,kathiyitis,NM,2351.0,2415.0,2601.0
panpeter365,BG,unknown,,,,,,,,,panpeter365,NM,2084.0,2181.0,1500.0
Girón,SV,unknown,,,2345.0,,,,,,Yeron,IM,2284.0,2163.0,2667.0
Nicolás Abarca Gonzalez,CL,unknown,,,2493.0,,,,,,DrKerfuffle,IM,2466.0,2082.0,2770.0
Marcus_Antonius,,unknown,,,,,,,,,Marcus_Antonius,FM,2472.0,1500.0,2374.0
magicstar12,,unknown,,,2500.0,,,,,,magicstar12,FM,2568.0,1500.0,2807.0
varunvar,_earth,unknown,,,,,,,,,varunvar,IM,2801.0,2405.0,3036.0
Anita Stangl,DE,unknown,,,2005.0,,,,,,Schachbrettchen,WFM,2056.0,2069.0,2162.0
Evandro Rodrigues da Silva,BR,unknown,,,2148.0,,,,,,evandrorsilva,NM,2078.0,1960.0,2098.0
Rolando Alarcon,CU,unknown,,,2484.0,,,,,,Alarcon_86,IM,2517.0,2263.0,2513.0
Mihajlo Matovic,RS,unknown,,,2315.0,,,,,,miksa99,FM,2381.0,2192.0,2160.0
Henrique Paiva,,unknown,,,,,,,,,h3nrique,NM,2345.0,1660.0,2551.0
DrMundoXP,,unknown,,,,,,,,,DrMundoXP,FM,2523.0,2170.0,2439.0
sonofdayman,,unknown,,,,,,,,,sonofdayman,NM,2411.0,2400.0,2502.0
Vladimir Zhaldybin,UA,unknown,,,2219.0,,,,,,Insterburg,NM,2382.0,1500.0,2454.0
Enkhtuul Altanulzii,MN,unknown,,,2231.0,,,,,,aculina,WGM,2406.0,2018.0,1955.0
Carlos Ernesto Burgos Figueroa,SV,unknown,,,,,,,,,Themagic79,IM,2324.0,2267.0,2514.0
Asatryan Gor,AM,unknown,,,,,,,,,Asatryan_Gor,CM,2411.0,2048.0,2733.0
1.Nc3!? - 1... Nc6!?,US,unknown,,,2167.0,,,,,,turkmenchess,NM,2459.0,1974.0,2514.0
Alias Falkesi Alias CheFalquito,DE,unknown,,,,,,,,,Fluke180,FM,2381.0,2309.0,2443.0
Kharitonov Alexey,_earth,unknown,,,2074.0,,,,,,Vitruviy,CM,2335.0,2413.0,2387.0
Yurasov Matfey,_earth,unknown,,,2400.0,,,,,,YurasovMat-2012,FM,2479.0,2601.0,2559.0
LuukDeGrote,NL,unknown,,,,,,,,,LuukDeGrote,FM,2541.0,2634.0,2541.0
AntunesPeroza,GR,unknown,,,,,,,,,AntunesPeroza,NM,2356.0,2324.0,2324.0
crosky,,unknown,,,,,,,,,crosky,NM,2403.0,2326.0,2419.0
filipos05,,unknown,,,,,,,,,filipos05,FM,2596.0,2336.0,2927.0
Manuel Darío Ochoa de la Rosa,CU,unknown,,,2438.0,,,,,,Manuel_Ochoa,FM,2474.0,2058.0,2459.0
Rafael Alejandro Corado Paz Castillo,,unknown,,,2220.0,,,,,,CoradoRafael96,CM,2717.0,2324.0,2748.0
poik4m,,unknown,,,,,,,,,poik4m,FM,2482.0,2590.0,2803.0
Pevinya,LK,unknown,,,,,,,,,Pevinya,WFM,2140.0,2248.0,2066.0
mardgos,DZ,unknown,,,2490.0,,,,,,mardgos,GM,2396.0,1520.0,2741.0
Ultrasolido16,,unknown,,,,,,,,,Ultrasolido16,IM,2433.0,2168.0,2429.0
vsepro100,UA,unknown,,,,,,,,,vsepro100,IM,2186.0,2358.0,2289.0
kyle2007,AR,unknown,,,,,,,,,kyle2007,NM,2405.0,2473.0,2506.0
eskeropouloss,AW,unknown,,,,,,,,,eskeropouloss,FM,2400.0,1500.0,2921.0
klimkoj,,unknown,,,2500.0,,,,,,klimkoj,GM,2567.0,2704.0,2991.0
GregShahade,US,unknown,,,2476.0,,,,,,GregShahade,IM,2637.0,1991.0,2647.0
Jasugi99,CA,unknown,,,,,,,,,Jasugi99,NM,2578.0,2430.0,2981.0
DingMaster,,unknown,,,,,,,,,DingMaster,FM,2255.0,1795.0,2527.0
linusj,SE,unknown,,,,,,,,,linusj,IM,2554.0,2321.0,2553.0
fb_ruhrpottasylum,PS,unknown,,,,,,,,,fb_ruhrpottasylum,FM,2404.0,2590.0,2730.0
Yuriy_Ayrapetyan,,unknown,,,,,,,,,Yuriy_Ayrapetyan,GM,2749.0,1916.0,2929.0
midnighttactician,,unknown,,,,,,,,,midnighttactician,CM,2229.0,2003.0,2309.0
necp,GB,unknown,,,,,,,,,necp,GM,2709.0,1500.0,2967.0
mmaiti,,unknown,,,,,,,,,mmaiti,NM,2616.0,2183.0,2545.0
Papasimakopoulos Alexandros,GR,unknown,,,2402.0,,,,,,papasi,IM,2759.0,2583.0,3000.0
Marc Balague,ES,unknown,,,2227.0,,,,,,balack,CM,2504.0,2507.0,2717.0
Jorge Ruiz Castíllo de Avellaneda,GB,unknown,,,2325.0,,,,,,AParadiseLost,FM,2404.0,2440.0,2640.0
ntbtdhs,,unknown,,,,,,,,,ntbtdhs,FM,2537.0,1500.0,2885.0
joy_x6,,unknown,,,1948.0,,,,,,joy_x6,WCM,1997.0,2129.0,2183.0
Brandon Fiorenza,AR,unknown,,,2003.0,,,,,,BClasesGE,NM,2265.0,2216.0,2316.0
Minoli,,unknown,,,,,,,,,Minoli,GM,2661.0,2609.0,3154.0
kaban4ic,,unknown,,,,,,,,,kaban4ic,CM,2658.0,1500.0,3000.0
Renato Alfredo Terry Lujan,PE,unknown,,,2519.0,,,,,,AngelitoRT,IM,2828.0,2624.0,3174.0
AryaCross,,unknown,,,,,,,,,AryaCross,IM,2617.0,2300.0,2798.0
Arvie Lozano,PH,unknown,,,1982.0,,,,,,arvielozano,WNM,2038.0,2065.0,2059.0
Vasily Malyshev,RU,unknown,,,2353.0,,,,,,Vasily_Malyshev,IM,2422.0,1500.0,2645.0
Fermin Gonzalez,ES,unknown,,,2346.0,,,,,,Fermin-Ajedrez,IM,2346.0,1711.0,2507.0
Maximiliano Andrés Codigone,AR,unknown,,,,,,,,,unpazajedrez,NM,2333.0,2323.0,2308.0
Sesenco,,unknown,,,,,,,,,Sesenco,FM,2256.0,2252.0,2403.0
Morphy123,,unknown,,,,,,,,,Morphy123,GM,2181.0,2255.0,2393.0
Michael,UA,unknown,,,2200.0,,,,,,DerMichel,CM,2421.0,2195.0,2619.0
Proteuo,CO,unknown,,,2241.0,,,,,,Proteuo,FM,2368.0,1461.0,2584.0
CainMarko,,unknown,,,,,,,,,CainMarko,FM,2578.0,1500.0,2718.0
Leon4rdo,,unknown,,,,,,,,,Leon4rdo,GM,2548.0,2383.0,2628.0
Camelia Ciobanu,IT,unknown,,,2121.0,,,,,,Cami3,WIM,2339.0,2027.0,2423.0
kassaylilla,,unknown,,,,,,,,,kassaylilla,WFM,2199.0,2300.0,2361.0
Gpmgscorpion,FR,unknown,,,,,,,,,Gpmgscorpion,FM,2105.0,2353.0,2295.0
What,,unknown,,,2346.0,,,,,,mickeljackson1388,CM,2534.0,2567.0,2818.0
Sonics1962,DE,unknown,,,2196.0,,,,,,Sonics1962,FM,2383.0,2603.0,2529.0
Iván Vargas Maliqueo,CL,unknown,,,,,,,,,Rasputin20202,FM,2141.0,2227.0,2439.0
Никита Шандрыгин,,unknown,,,2323.0,,,,,,Nikita_Shandrygin,FM,2620.0,2385.0,2947.0
vincent_keymer_fan,,unknown,,,,,,,,,vincent_keymer_fan,CM,1500.0,1500.0,2510.0
tucnak64,CZ,unknown,,,2268.0,,,,,,tucnak64,FM,2305.0,1889.0,2417.0
supercute,PH,unknown,,,,,,,,,supercute,FM,2316.0,2238.0,2110.0
TwoHeartsOneBoard-RG,,unknown,,,,,,,,,TwoHeartsOneBoard-RG,WCM,2025.0,1850.0,2075.0
Greefen,KZ,unknown,,,,,,,,,Greefen,FM,2366.0,1735.0,2453.0
Sipetin Vlad,RU,unknown,,,2300.0,,,,,,Fandorine_68,FM,2643.0,1500.0,2811.0
DJ-Logan,,unknown,,,,,,,,,DJ-Logan,FM,2413.0,2191.0,2447.0
handofprince,CC,unknown,,,,,,,,,handofprince,GM,2761.0,1500.0,3056.0
Ediz_Gurel,,unknown,,,,,,,,,Ediz_Gurel,GM,3025.0,1500.0,3365.0
Leonardo Tadeu,BR,unknown,,,2004.0,,,,,,PapaleguasMT,NM,2253.0,2360.0,2468.0
kfakta,NO,unknown,,,,,,,,,kfakta,IM,2419.0,1500.0,2308.0
Zdorov Egor,RU,unknown,,,2090.0,,,,,,Blind_mole1,CM,2575.0,2253.0,2802.0
Juicy_Fork,_earth,unknown,,,,,,,,,Juicy_Fork,FM,2530.0,2544.0,2798.0
Patryk10,IE,unknown,,,2219.0,,,,,,Patryk10,CM,2501.0,2447.0,2800.0
ivanrojo,AR,unknown,,,,,,,,,ivanrojo,CM,2121.0,2275.0,2507.0
racer478,,unknown,,,,,,,,,racer478,IM,2711.0,1500.0,2839.0
Bogusz,PL,unknown,,,,,,,,,boguszp,CM,1986.0,2305.0,1556.0
Brotello,RU,unknown,,,,,,,,,Brotello,NM,2575.0,2695.0,2795.0
MFJoseClement,,unknown,,,,,,,,,MFJoseClement,FM,2413.0,2622.0,2650.0
Cm Daniel B. kolliemelen,LR,unknown,,,1831.0,,,,,,Dflach,CM,1949.0,1945.0,1833.0
Sopiko Tereladze,GE,unknown,,,2141.0,,,,,,sofiko-tereladze,WIM,2290.0,2170.0,2355.0
Mubi,,unknown,,,,,,,,,Mubi,CM,2485.0,2306.0,2717.0
Cristian Chirila,US,unknown,,,2536.0,,,,,,TheCountt,GM,2579.0,1500.0,2663.0
Bushra Al-Shuaibi,JO,unknown,,,2020.0,,,,,,JoQueen90,WIM,2259.0,2283.0,2410.0
Laos,LV,unknown,,,,,,,,,renathy,WFM,2319.0,2115.0,2512.0
JohnnyAnto,FR,unknown,,,,,,,,,JohnnyAnto,CM,2364.0,2360.0,2538.0
Carlos Ibarra,SV,unknown,,,,,,,,,carlosibarra,FM,2399.0,2202.0,2522.0
Fabsid,,unknown,,,,,,,,,Fabsid,GM,2832.0,2729.0,2843.0
Alex Terzi,BY,unknown,,,2322.0,,,,,,Alex_Terzi,FM,2557.0,2563.0,2405.0
Kelver Vera Farfan,PE,unknown,,,2306.0,,,,,,torre-64,FM,2382.0,1853.0,2451.0
Chancleta,ES,unknown,,,,,,,,,Chancleta,IM,2552.0,2258.0,2507.0
schachinator999,NL,unknown,,,,,,,,,schachinator999,CM,2527.0,2649.0,2873.0
sonotranquillo,IT,unknown,,,,,,,,,sonotranquillo,NM,2342.0,1500.0,2604.0
chessemyDE,DE,unknown,,,2522.0,,,,,,chessemyDE,GM,2631.0,2522.0,2569.0
The_Fawkes,,unknown,,,,,,,,,The_Fawkes,FM,2601.0,1500.0,2900.0
paleraven,,unknown,,,,,,,,,paleraven,FM,2644.0,2272.0,2518.0
BelBelTT,,unknown,,,,,,,,,BelBelTT,GM,2554.0,1500.0,3031.0
Tien Tran Manh,VN,M,,,2203.0,,,,,,TienLinh02051990,FM,2475.0,2239.0,2473.0
Klimakovs Sergejs,LV,unknown,,,2339.0,,,,,,Sergejs_Klimakovs,FM,2386.0,2276.0,2591.0
Борис Рожин,RU,unknown,,,2315.0,,,,,,colonelcassad,FM,2651.0,2367.0,2310.0
jucAx,BR,unknown,,,2010.0,,,,,,jucAx,NM,2422.0,2002.0,2503.0
Al-Mudahka,QA,unknown,,,2542.0,,,,,,Al-Mudahka,GM,2568.0,2225.0,2631.0
Csaba dr. Bognár,HU,unknown,,,2192.0,,,,,,csabcsab,FM,2269.0,1500.0,2206.0
Pablo Venegas,MX,unknown,,,,,,,,,Urochess,FM,2271.0,2335.0,2413.0
Liakh Vasyl,UA,unknown,,,,,,,,,mobil,NM,2529.0,2522.0,2747.0
Lenin Guerra,EC,unknown,,,2344.0,,,,,,LeninGuerra,IM,2595.0,2189.0,2574.0
Master Boreman,AT,unknown,,,,,,,,,veni_vidi_vici2007,FM,2676.0,2682.0,2880.0
Алексей Яровинский,UA,unknown,,,,,,,,,Aborigen100500,NM,2766.0,2802.0,2720.0
Марина Кузнецова,RU,unknown,,,,,,,,,catchme-ifyoucan,WFM,2481.0,1500.0,2424.0
goldenstatewarrior,,unknown,,,,,,,,,goldenstatewarrior,CM,2507.0,2403.0,2801.0
DiseasedDonkey,,unknown,,,,,,,,,DiseasedDonkey,FM,2565.0,2392.0,2903.0
TrainToBusan,_earth,unknown,,,,,,,,,TrainToBusan,WFM,2272.0,2347.0,2501.0
andrewrun,US,unknown,,,,,,,,,andrewrun,NM,2418.0,2605.0,2670.0
LaLaLa1960,HU,unknown,,,,,,,,,LaLaLa1960,FM,2060.0,1866.0,1428.0
Battle12,_united-nations,unknown,,,,,,,,,Battle12,CM,2293.0,1979.0,2407.0
philipp77,CH,unknown,,,2325.0,,,,,,philipp77,FM,2297.0,2416.0,2178.0
XuYL_1a,CN,unknown,,,2558.0,,,,,,XuYL_1a,GM,2935.0,1818.0,3129.0
PusheenMeow,NO,unknown,,,,,,,,,PusheenMeow,CM,2450.0,2381.0,2651.0
kira1110,,unknown,,,,,,,,,kira1110,GM,2693.0,1500.0,2749.0
Sasha,,M,,,,,,,,,Sasha,GM,2765.0,2700.0,3044.0
DirikoluDeniz,,unknown,,,,,,,,,DirikoluDeniz,CM,2488.0,1500.0,2808.0
theblitzchamp,,unknown,,,,,,,,,theblitzchamp,FM,2659.0,1500.0,2931.0
hyperreal,DE,unknown,,,,,,,,,hyperreal,IM,2640.0,2083.0,2814.0
DonFulgencio,,unknown,,,,,,,,,DonFulgencio,IM,2487.0,2336.0,2446.0
MirOBV,_earth,unknown,,,3000.0,,,,,,MirOBV,CM,2596.0,2257.0,1500.0
orishuas,,unknown,,,,,,,,,orishuas,CM,2228.0,1079.0,2168.0
Brown_player,,unknown,,,,,,,,,Brown_player,GM,3030.0,1500.0,2971.0
StackRabbit,AQ,unknown,,,,,,,,,StackRabbit,NM,2406.0,2342.0,2754.0
Carlos Alberto Viana Jr.,BR,unknown,,,2132.0,,,,,,Sergipe123,NM,2456.0,2220.0,2701.0
GuilhermeDeola,,unknown,,,,,,,,,GuilhermeDeola,NM,2300.0,2338.0,2494.0
KoronaVirusMaster,,unknown,,,,,,,,,KoronaVirusMaster,NM,2405.0,1500.0,1500.0
IamNeneu,ID,unknown,,,,,,,,,IamNeneu,NM,2307.0,2172.0,2547.0
Pachón ESNAJ,MX,unknown,,,,,,,,,Pachonpower,FM,2390.0,2129.0,2659.0
Fisher_The_Galactic,,unknown,,,,,,,,,Fisher_The_Galactic,FM,2614.0,1500.0,2940.0
mightypenguin,,unknown,,,,,,,,,mightypenguin,FM,2580.0,1500.0,2535.0
Juan Taylor,,unknown,,,,,,,,,Juanitochess,CM,2545.0,1933.0,2755.0
QueenEatingDragon,GB,unknown,,,2201.0,,,,,,QueenEatingDragon,NM,2500.0,2506.0,2788.0
Stoichess,DK,unknown,,,2512.0,,,,,,Stoichess,GM,2660.0,2179.0,2515.0
Kaan1903,,unknown,,,,,,,,,Kaan1903,FM,2416.0,2376.0,2809.0
trizzy,,unknown,,,,,,,,,trizzy,NM,2294.0,2018.0,2587.0
Oriyat,UZ,unknown,,,2078.0,,,,,,fleyfort202,CM,2298.0,1500.0,2393.0
lopatka1234,,unknown,,,,,,,,,lopatka1234,FM,2259.0,2215.0,2451.0
Jesús David Cazulo Ramirez,CU,M,,,,,,,,,Cazulo97,FM,2275.0,2083.0,2509.0
lh12345,,unknown,,,,,,,,,lh12345,WCM,2187.0,2282.0,2049.0
Benek77,,unknown,,,,,,,,,Benek77,CM,2606.0,1500.0,2823.0
StrongKhaganaK1ller,AZ,unknown,,,2391.0,,,,,,StrongKhaganaK1ller,IM,2658.0,2466.0,3024.0
mdynl123,LK,unknown,,,,,,,,,mdynl123,FM,2360.0,2283.0,2570.0
zeldol,LV,unknown,,,,,,,,,zeldol,WFM,2283.0,2175.0,2206.0
Joshukid,US,unknown,,,,,,,,,Joshukid,FM,2641.0,2335.0,2572.0
Andrés Eloy Pérez Candelas,VE,unknown,,,2302.0,,,,,,meridaandres,FM,2444.0,2239.0,2550.0
DrBoki,DE,unknown,,,,,,,,,DrBoki,FM,2249.0,2375.0,2352.0
